id,Tweet,following,followers,actions,is_retweet,tweet_url
0,'PROMOÇÃO IMPERDÍVEL!!🤩 Camiseta Hering Básica World Masculina🤑Por: R$ 29,59 - Comprando 2 o frete é grátis para quase todo Brasil🛒 Acesse: https://t.co/omdFbbBpbH https://t.co/SgjeqxDRzH',2001,10551,2,False,https://twitter.com/promoimperdivel/status/1467141054910681089
1,'TINHA ESQUECIDO DO CUPOM 🤡PROMOÇÃO IMPERDÍVEL!!🤩 Tênis Couro Nike Court Vision Low - Branco😵 De: 449🤑Por: R$ 254,99 em 6x sem juros🎟 USAR CUPOM: NETSHOES15🛒 Masculino: https://t.co/CzxjMtO1Jz🛒 Feminino: https://t.co/LNdNKqYcKb https://t.co/J2Z78vwMfn',2001,10551,4,False,https://twitter.com/promoimperdivel/status/1467128131530235916
2,'@neologista imperdível essa promoção',887,1278,0,False,https://twitter.com/nogueirex/status/1467123649970950147
3,'@anrdrxwlincoln @_picturetoburn @cruelgabe @vboyxxxx @bchartsnet €10 num CD... Nossa, que promoção imperdível kkkkk.',149,708,1,False,https://twitter.com/eufelinhares/status/1467122124305408006
4,'Black FridayAs primeiras 3 pessoas da spfctt que eu encontrar no Morumbi segunda, pago uma brejaPromoção imperdível em',6021,5472,2,False,https://twitter.com/CleytonJR21/status/1467114790778777602
5,'Promoção imperdível de lançamento , são apenas 24h com mais de 40% offVeja o link nos stories!#promoção #24h #blackfriday #sandalia #sandaliafeminina #juliette #sandaliabaixa #colorido #verao #love em Jaú https://t.co/g28TQzLDtw',114,95,0,False,https://twitter.com/atacadojosefa/status/1467095769756827649
6,'TINHA ESQUECIDO DO CUPOM 🤡PROMOÇÃO IMPERDÍVEL!!🤩 Tênis Couro Nike Court Vision Low Masculino - Branco😵 De: 449🤑Por: R$ 254,99 em 6x sem juros🎟 USAR CUPOM: NETSHOES15🛒 Acesse: https://t.co/CzxjMtO1Jz https://t.co/1IA6J9KENj',44,19,2,True,https://twitter.com/NelSuzart/status/1467069338939273216
7,'As férias estão chegando e aquela promoção imperdível também: Viaje com a sua namorada e pague o dobro e se divirta a metade! Aproveitem \o/ #Publi #publipost',37,100,50,True,https://twitter.com/srt_do_drama/status/1467061051808174082
8,'@izzynobre Promoção imperdível O gerente foi a loucura',875,819,1,False,https://twitter.com/LeirielVR/status/1467033708964188160
9,'@marciosenaX @maisxbox @XboxNaticos @GabrielWars @nandajojo1 @lado_verde_Xbox @SENA_TW15 @PastorXbox @Chapolinxbox @MarginalXbox @SOXBOXOficial comprei o meu semana passada por 359, se eu soubesse tinha esperado por essa promoção imperdível',916,96,4,False,https://twitter.com/furisteco011/status/1466986340302659589
10,'TINHA ESQUECIDO DO CUPOM 🤡PROMOÇÃO IMPERDÍVEL!!🤩 Tênis Couro Nike Court Vision Low Masculino - Branco😵 De: 449🤑Por: R$ 254,99 em 6x sem juros🎟 USAR CUPOM: NETSHOES15🛒 Acesse: https://t.co/CzxjMtO1Jz https://t.co/1IA6J9KENj',2001,10551,8,False,https://twitter.com/promoimperdivel/status/1466944119092219904
11,'Alô @DesejoDeMatar tenho uma promoção boa aquiz imperdível https://t.co/Hwli7gKDbq',88,0,0,False,https://twitter.com/RidcReturns/status/1466923568088895493
12,'A Europa: Hmmm vamos de lockdownEu: MAS E ESSA PROMOÇÃO PRA MALTA????? IMPERDÍVEL 🤩🤩🤪🤪',480,907,2,False,https://twitter.com/vhazevedos/status/1466899371686088704
