id,Tweet,following,followers,actions,is_retweet,tweet_url
0,'HOJE ACORDEI COM UMA LOUCURA,LOUCURA LOUCURA!DEIXEI MINHA COMISSÃO PARA DAR UM PRESENTE DE NATAL PRA VOCÊ.CURSO COMPLETO DE EXCEL COM SUPORTE , GARANTIA, CERTIFICADO MAIS BÔNUS...DE 150 REAIS POR APENAS 40 REAIS AGORA!!!Clique Agora👉 https://t.co/Uw2gY9rh8o https://t.co/eYMv4equm3',1108,89,0,False,https://twitter.com/Efpprodutos1/status/1467147072407322624
1,'Nectar de R’lyeh – O Doce Sabor da InsanidadeGARANTA AGORA O SEU...CLIQUE PARA COMPRAR: https://t.co/1zcpf5K65v https://t.co/BcMiKBTBoK',380,120,4,True,https://twitter.com/PedroSn6/status/1467145540374831105
2,'Vamos trazer informações da casa da bagunça do futebol agora com o Música, Futebol &amp; Cerveja com tudo da semana de futebol! Participe pelo (67)98452-6096!Clique &amp; Ouça RadiosNet: https://t.co/4MnjhegSVFClique &amp; Ouça CX Rádio: https://t.co/7dt4CRBMva https://t.co/51jllG0Dfx',509,477,0,False,https://twitter.com/trlopesdefaria/status/1467143518841942019
3,'Vamos trazer informações da casa da bagunça do futebol agora com o Música, Futebol &amp; Cerveja com tudo da semana de futebol! Participe pelo (67)98452-6096!Clique &amp; Ouça RadiosNet: https://t.co/9IaVhPek3oClique &amp; Ouça CX Rádio: https://t.co/iSONf4PiAP https://t.co/dGdmNeVbIC',1711,1174,0,False,https://twitter.com/RadioFNC/status/1467143471446249476
4,'@vterram Menina que andava a cavalo todos dias e agora pega praiana clique aqui e veja mais',335,504,0,False,https://twitter.com/neikoan/status/1467140857027567618
5,'O ÚLTIMO DE 2021! O seu fim de semana começa com a gente a partir de agora com o Música, Futebol &amp; Cerveja com tudo da semana de futebol! Participe pelo (67)98452-6096!Clique &amp; Ouça RadiosNet: https://t.co/cb63vUK7xdClique &amp; Ouça CX Rádio: https://t.co/EHT6aaLFbC https://t.co/tQ6HaHzDak',509,477,0,False,https://twitter.com/trlopesdefaria/status/1467139589693444101
6,'O ÚLTIMO DE 2021! O seu fim de semana começa com a gente a partir de agora com o Música, Futebol &amp; Cerveja  com tudo da semana de futebol! Participe pelo (67)98452-6096! Clique &amp; Ouça RadiosNet: https://t.co/kBvIQ7ggGSClique &amp; Ouça CX Rádio: https://t.co/4QfNHVBAt4 https://t.co/g44YcuR12A',1711,1174,0,False,https://twitter.com/RadioFNC/status/1467139424546865158
7,'🥰💲💞💲Queridinho dos Adolescentes, Jovens e Adultos 🥰💲💞💲Baixe agora Clique no Link CONFIRA🆗https://t.co/u8XDoRI8ja💲Seu livro de Autoajuda, Apaixonante!💲Aumente sua perspectiva de saúde e renda extra.💲Massoterapia o Mundo Fascinante que Envolvem as pessoas! https://t.co/T0ySxALjLk',87,0,1,False,https://twitter.com/JovensYAdultos/status/1467131527142203392
8,'@flamengothbest @PaparazzoRN Até agora é só caça clique de alguns jornalista',235,6,0,False,https://twitter.com/HugoFidelis9/status/1467123562481864709
9,'Projeção exclusiva revela o interior do #Volkswagen T-Cross 2023. Agora te convence a pagar mais do que em um #Polo? Clique para conferir o destaque da semana.https://t.co/WUwXcrajB4',159,3707,1,False,https://twitter.com/automaisoficial/status/1467116545423855619
