id,Tweet,following,followers,actions,is_retweet,tweet_url
0,'🔴⚪️ INFORMAÇÃO 🔴⚪️Tudo definido entre #Inter e Moisés para a permanência do lateral no Beira-Rio em 2022. Há uma questão entre #Bahia e #Corinthians que pode brecar o anúncio.Confere mais sobre isso aqui 👉🏻 https://t.co/XuxEiK8heX https://t.co/SDDIJFH1Iw',201,26087,0,False,https://twitter.com/vozesdogigante/status/1467146956422139907
1,'Um Lugar ao Sol: Christian descobre traição de Túlio, mas notícia muda tudo #sitenatelinha https://t.co/V2QlpKejNd',276,45176,0,False,https://twitter.com/sitenatelinha/status/1467146927359680512
2,'Desde 2012, a agência Guiadas Urbanas promove passeios culturais pelo subúrbio carioca e em favelas. A ideia é mostrar o Rio de Janeiro para além dos cartões postais e fazer com que moradores conheçam as histórias dos lugares em que vivem. Leia no site ➡️ https://t.co/ESFn0xrt9p https://t.co/PTI177wKsd',1061,416311,0,False,https://twitter.com/vozdacomunidade/status/1467146927313666049
3,'Instituto Atlas mostra que a aprovação do governo despencou. Para o diretor da organização, a rejeição é grave por não estar ligado a crise específica. A perda de prestígio tem componente “mais rápido”, como desemprego, que atingiu também os bolsonaristas https://t.co/aCCkwR9uLC',579,273,1,True,https://twitter.com/herson_herbster/status/1467146925375995906
4,'O fogo de palha? Se alastrou. “Red (Taylor’s Version)” foi o álbum mais ouvido no Spotify USA na última semana. A Ana Francisca da Pensilvânia ainda foi a artista mais ouvida da plataforma no mesmo período, tanto no país quanto globalmente. https://t.co/dPQJyghTgi https://t.co/J2ltgyt73D',1470,497,195,True,https://twitter.com/Guccto/status/1467146920032444418
5,'Play na Bienal! 🥳📖O evento literário favorito começou.Para comemorar, o sorteio da semana é de livros destaques no nosso estande esse ano.Siga o nosso perfil, dê RT neste tweet (PUBLICAMENTE) e preencha o formulário no link: https://t.co/bXipjQ9hDgResultado: 06\12 https://t.co/AQxWmd84Pn',65,79,633,True,https://twitter.com/29Traklee1/status/1467146898096246788
6,'A briga é pelo bem mais poderoso do futebol europeu: a taça da MAIOR Champions de todos os tempos! Qual desses craques vai levar? 👀🔥Você vê o filmaço Duna e todos os jogos da maior competição de clubes do mundo na @HBOMaxBR (https://t.co/C1oYzSKHBR)! #CasaDaChampions #HBOMax https://t.co/Xj1faMoBVd',770,814,1,True,https://twitter.com/ticksilva1802/status/1467146894677786629
7,'Além dos novos ZenBooks, a ASUS também lançou no Brasil o ASUS F570ZD. Ele vem equipado com um processador AMD Ryzen 5 e placa de vídeo GeForce GTX 1050. Confira mais sobre ele no nosso Teste Fanático: https://t.co/Jw7ZQfDSEJ Compre já o seu: https://t.co/Q9AhRe4PiN',68,11057,1,False,https://twitter.com/ASUSFanaticos/status/1467146859894517766
8,'FALHANÇO DO ANO 🤯 E podem contar com 2022, ainda por cima tu Moreno 🤭 É tudo teu https://t.co/dcWbSFENmm#LaLigaELEVEN https://t.co/WzDV5KNeIP',80,110,2,True,https://twitter.com/Vicent1001/status/1467146853884084227
9,'Partiu Vila Belmiro! Está aberta a venda de ingressos do #SANxCUI para o Sócio Rei Black. Vamos apoiar o Peixe na última partida de 2021! ⚪⚫Saiba todos os detalhes em https://t.co/oPJaJiQocI🎟️👑 O sócio compra através do https://t.co/3Kkb3KDoDY https://t.co/KwRVUEwcyj',653,174,3,True,https://twitter.com/NATHANSFC0304/status/1467146841187835906
